Date,max_temp,min-temp,grass_temp,max_humid,min_humid,rainfall,sunshine,UV,
﻿2009-05-09,29.4,23.0,21.8,85,60,TRACE,10.4,6,
﻿2009-05-10,28.6,24.0,23.5,87,74,TRACE,2.7,3,
﻿2009-05-11,31.0,24.4,23.8,89,64,0,7.9,6,
﻿2009-05-12,31.3,24.6,23.7,88,65,0,8.9,4,
﻿2009-05-13,31.3,24.8,23.8,91,67,TRACE,9.7,5,
﻿2009-05-14,29.8,24.6,23.7,86,63,TRACE,6.3,5,
﻿2009-05-15,30.3,24.4,23.7,87,64,0,7.2,5,
﻿2009-05-16,28.2,24.3,23.3,86,70,0.1,2.2,2,
﻿2009-05-17,30.8,24.9,24.4,89,65,0.2,10.1,7,
﻿2009-05-18,31.9,26.3,25.4,88,54,0,8.8,7,
﻿2009-05-19,32.0,26.9,26.3,84,61,0.3,7.0,5,
﻿2009-05-20,30.2,23.5,22.8,93,66,10.9,1.3,3,
﻿2009-05-21,30.9,24.8,22.8,94,73,1.4,3.0,3,
﻿2009-05-22,29.7,26.3,25.8,93,75,2.3,1.4,3,
﻿2009-05-23,27.1,24.6,24.0,96,87,62.3,0.0,0.2,
﻿2009-05-24,26.4,24.4,24.0,96,91,61.2,0,0.5,
﻿2009-05-25,25.5,24.2,24.0,96,90,29.8,0.1,0.6,
﻿2009-05-26,26.5,23.6,23.1,97,89,20.2,0.8,2,
﻿2009-05-27,28.9,23.4,23.0,96,81,39.2,3.7,4,
﻿2009-05-28,24.9,22.7,22.2,96,76,11.5,0.4,3,
﻿2009-05-29,23.7,20.8,20.2,94,73,5.5,0,1,
﻿2009-05-30,29.5,21.9,20.6,81,32,0,6.4,5,
﻿2009-05-31,28.2,24.7,22.7,74,59,0,0.5,3,
﻿2009-06-01,30.9,24.4,22.9,78,61,0,7.6,5,
﻿2009-06-02,29.3,25.1,23.4,83,69,TRACE,2.8,3,
﻿2009-06-03,29.8,26.1,25.3,88,76,10.4,1.1,3,
﻿2009-06-04,30.4,24.7,24.3,96,56,36.8,8.3,5,
﻿2009-06-05,30.7,25.6,23.7,80,65,0,9.6,4,
﻿2009-06-06,32.9,26.2,24.3,88,59,0,11.8,5,
﻿2009-06-07,30.7,26.2,24.4,85,69,TRACE,7.5,5,
﻿2009-06-08,30.7,26.0,25.0,95,68,11.2,2.6,4,
﻿2009-06-09,29.5,25.3,25.4,93,77,16.5,0.1,2,
﻿2009-06-10,31.5,26.3,25.1,90,74,TRACE,3.3,3,
﻿2009-06-11,28.1,25.0,24.0,97,72,49.2,0,1,
﻿2009-06-12,29.3,24.4,24.0,91,70,7.9,0.4,2,
﻿2009-06-13,30.7,27.5,26.0,87,74,TRACE,4.1,4,
﻿2009-06-14,30.2,25.6,24.5,98,78,24.0,3.6,3,
﻿2009-06-15,30.0,25.2,24.6,96,81,17.3,1.0,3,
﻿2009-06-16,29.9,26.0,25.5,96,82,6.1,0.6,3,
﻿2009-06-17,32.5,26.7,25.6,91,65,TRACE,9.4,6,
﻿2009-06-18,31.4,26.9,25.8,87,66,0,8.4,4,
﻿2009-06-19,32.6,27.0,26.6,93,71,5.7,6.6,4,
﻿2009-06-20,32.2,27.4,26.1,85,61,0,8.6,4,
﻿2009-06-21,32.3,27.3,26.7,88,69,0,7.1,4,
﻿2009-06-22,30.5,27.9,27.2,88,78,15.7,0.2,1,
﻿2009-06-23,32.3,28.0,27.5,90,70,12.5,5.6,5,
﻿2009-06-24,32.0,27.2,26.3,95,68,8.5,2.0,3,
﻿2009-06-25,30.5,27.3,26.8,92,77,6.6,2.0,3,
﻿2009-06-26,30.1,26.2,26.4,94,78,17.7,3.1,4,
﻿2009-06-27,28.4,25.4,24.9,95,79,46.9,0,0.5,
﻿2009-06-28,28.5,24.8,24.2,95,84,48.7,1.4,2,
﻿2009-06-29,31.0,26.5,24.6,91,73,TRACE,2.6,3,
﻿2009-06-30,31.7,28.3,26.6,82,64,0.1,5.7,4,
﻿2009-07-01,32.6,28.2,26.3,80,65,0,10.6,7,
﻿2009-07-02,31.5,28.4,26.7,81,68,TRACE,7.5,6,
﻿2009-07-03,30.8,28.6,26.6,79,71,0.5,2.5,4,
﻿2009-07-04,29.3,24.9,24.3,95,77,17.4,0.0,1,
﻿2009-07-05,27.9,24.1,23.4,96,89,49.6,0.9,2,
﻿2009-07-06,32.0,23.9,23.2,96,73,31.2,8.5,6,
﻿2009-07-07,32.0,26.3,25.6,93,63,20.1,10.8,7,
﻿2009-07-08,32.5,27.7,26.3,87,63,0,10.9,7,
﻿2009-07-09,32.7,27.9,26.2,84,50,0,12.0,7,
﻿2009-07-10,33.1,27.6,26.0,86,60,TRACE,10.8,5,
﻿2009-07-11,31.9,27.6,26.4,93,67,8.1,4.8,6,
﻿2009-07-12,33.0,28.0,26.6,85,69,TRACE,9.9,7,
﻿2009-07-13,33.0,27.6,27.0,87,62,0,8.9,5,
﻿2009-07-14,31.0,27.8,26.6,86,66,0,4.7,4,
﻿2009-07-15,32.8,27.5,26.9,93,71,4.8,5.1,5,
﻿2009-07-16,32.5,27.5,26.7,91,72,0.8,8.3,7,
﻿2009-07-17,32.5,27.7,26.8,90,54,0.4,9.5,6,
﻿2009-07-18,34.3,26.0,25.0,92,63,11.7,4.1,3,
﻿2009-07-19,28.7,25.0,24.3,97,77,124.6,0.6,2,
﻿2009-07-20,31.5,25.7,25.4,96,77,8.1,5.7,5,
﻿2009-07-21,32.5,27.2,26.4,90,72,0.6,10.1,6,
﻿2009-07-22,32.4,27.3,26.2,87,68,0,6.5,4,
﻿2009-07-23,32.1,26.9,26.0,94,72,7.6,6.6,5,
﻿2009-07-24,31.0,27.9,26.1,90,72,2.6,3.7,5,
﻿2009-07-25,31.5,27.5,26.2,90,70,8.3,6.3,5,
﻿2009-07-26,33.1,27.4,26.1,95,72,24.1,5.1,5,
﻿2009-07-27,30.8,25.3,24.8,97,76,33.6,1.6,3,
﻿2009-07-28,32.6,26.6,26.1,96,75,10.2,4.0,3,
﻿2009-07-29,33.3,27.9,26.9,90,66,2.4,5.0,5,
﻿2009-07-30,31.5,27.4,26.6,96,79,14.0,5.2,5,
﻿2009-07-31,32.5,26.9,26.3,95,73,8.7,7.2,6,
﻿2009-08-01,32.5,27.8,26.8,87,53,0,10.3,5,
﻿2009-08-02,34.6,28.8,27.6,88,66,0,6.2,4,
﻿2009-08-03,34.9,27.6,27.3,94,62,21.4,4.0,4,
﻿2009-08-04,29.8,26.9,26.5,95,83,21.3,1.2,2,
﻿2009-08-05,29.4,26.4,25.9,95,83,92.5,0.3,2,
﻿2009-08-06,30.9,27.5,26.0,94,74,8.3,3.0,3,
﻿2009-08-07,32.6,27.4,26.3,90,62,0,9.6,6,
﻿2009-08-08,34.2,28.2,27.4,88,57,0,7.3,4,
﻿2009-08-09,32.4,29.1,27.6,85,66,0,6.7,4,
﻿2009-08-10,32.4,27.4,27.8,95,74,21.8,2.7,2,
﻿2009-08-11,29.6,26.2,26.2,97,85,32.2,0.1,2,
﻿2009-08-12,27.9,26.0,26.0,93,83,3.1,0,2,
﻿2009-08-13,27.6,24.8,24.2,97,80,70.7,0.2,1,
﻿2009-08-14,30.8,25.7,25.4,98,79,44.9,3.4,3,
﻿2009-08-15,31.8,27.5,26.4,90,67,0,8.3,6,
﻿2009-08-16,33.1,28.2,26.9,87,64,0,9.2,6,
﻿2009-08-17,30.9,27.9,26.9,85,69,2.0,3.2,3,
﻿2009-08-18,32.0,27.9,26.9,90,76,12.7,4.6,4,
﻿2009-08-19,32.1,27.8,26.7,89,73,0.3,4.3,3,
﻿2009-08-20,33.1,28.0,26.4,85,60,0,9.4,5,
﻿2009-08-21,32.9,28.0,26.4,84,52,0,11.3,7,
﻿2009-08-22,32.4,28.2,26.5,83,61,0,11.0,6,
﻿2009-08-23,34.2,28.6,27.0,84,60,Trace,8.8,4,
﻿2009-08-24,33.2,28.5,27.3,80,61,0,9.7,4,
﻿2009-08-25,33.3,28.3,27.4,83,69,Trace,6.7,4,
﻿2009-08-26,33.3,28.4,27.4,86,67,Trace,9.2,5,
﻿2009-08-27,33.4,28.6,27.2,84,70,trace,5.2,3,
﻿2009-08-28,33.5,28.0,26.5,84,52,0,11.6,6,
﻿2009-08-29,33.1,29.2,27.5,83,70,Trace,8.0,3,
﻿2009-08-30,33.8,28.2,27.6,94,63,2.4,8.4,5,
﻿2009-08-31,33.9,27.2,26.2,83,60,0.5,8.2,4,
﻿2009-09-01,33.4,27.8,26.2,82,61,trace,8.1,5,
﻿2009-09-02,33.9,27.5,26.5,80,58,Trace,9.6,5,
﻿2009-09-03,34.3,28.4,27.1,80,55,Trace,9.5,5,
﻿2009-09-04,33.7,28.4,27.3,84,64,trace,3.8,3,
﻿2009-09-05,33.9,28.3,27.0,80,56,Trace,9.4,5,
﻿2009-09-06,33.9,28.1,26.7,81,55,0,10.8,5,
﻿2009-09-07,34.6,28.0,26.7,81,58,0,10.3,6,
﻿2009-09-08,34.3,27.4,26.0,82,56,0,11.0,5,
﻿2009-09-09,32.1,25.8,24.8,96,64,37.1,6.6,4,
﻿2009-09-10,31.6,27.3,26.5,84,62,0.9,3.2,4,
﻿2009-09-11,28.5,26.4,25.8,94,74,11.8,0.4,2,
﻿2009-09-12,32.2,26.3,25.9,94,74,5.7,5.0,4,
﻿2009-09-13,32.7,26.2,25.2,94,67,23.4,5.6,3,
﻿2009-09-14,30.0,25.4,24.6,96,71,38.8,0.6,2,
﻿2009-09-15,30.0,25.0,24.3,97,73,190.3,1.0,3,
﻿2009-09-16,29.6,26.4,25.2,94,83,20.5,1.7,2,
﻿2009-09-17,32.1,27.2,26.1,89,69,trace,8.0,5,
﻿2009-09-18,32.5,27.3,26.1,88,62,0,10.7,5,
﻿2009-09-19,33.2,28.6,26.9,88,62,0,10.8,5,
﻿2009-09-20,32.9,28.9,27.3,86,61,Trace,7.1,3,
﻿2009-09-21,31.8,26.8,26.8,92,68,9.5,5.1,3,
﻿2009-09-22,30.9,25.7,25.4,86,67,1.3,5.5,3,
﻿2009-09-23,32.4,25.8,24.6,77,60,0,9.8,5,
﻿2009-09-24,32.1,27.3,26.3,86,64,Trace,6.5,4,
﻿2009-09-25,32.4,27.8,26.5,80,63,0,8.8,5,
﻿2009-09-26,33.8,27.7,26.4,85,59,0.3,9.6,4,
﻿2009-09-27,30.7,27.5,26.3,82,62,0,1.8,3,
﻿2009-09-28,29.3,24.5,24.6,96,70,52.7,0,0.5,
﻿2009-09-29,25.8,24.2,24.4,96,84,31.0,0,1,
﻿2009-09-30,28.3,25.0,24.8,98,83,63.0,1.0,2,
﻿2009-10-01,31.6,25.0,24.8,94,67,0,4.5,4,
﻿2009-10-02,31.4,25.8,24.8,82,62,TRACE,6.4,4,
﻿2009-10-03,30.6,26.1,24.9,83,55,0,4.0,3,
﻿2009-10-04,31.3,25.2,23.5,81,45,0,10.3,4,
﻿2009-10-05,31.3,25.3,23.3,56,43,0,10.3,4,
﻿2009-10-06,32.1,25.9,24.7,70,48,0,6.9,4,
﻿2009-10-07,31.0,24.6,23.5,94,49,25.4,8.9,4,
﻿2009-10-08,28.6,25.1,24.3,83,62,0,6.6,2,
﻿2009-10-09,29.6,24.4,23.7,78,52,0,9.1,3,
﻿2009-10-10,30.1,24.2,23.1,78,52,0,10.6,4,
﻿2009-10-11,28.8,24.0,24.4,94,69,5.1,1.0,2,
﻿2009-10-12,27.4,23.7,24.0,92,77,1.5,0.9,1,
﻿2009-10-13,29.3,25.4,24.7,83,68,TRACE,8.2,4,
﻿2009-10-14,27.2,24.5,24.6,96,82,9.5,0.5,2,
﻿2009-10-15,28.7,23.5,23.6,85,69,0,4.7,3,
﻿2009-10-16,28.5,24.7,24.5,84,72,TRACE,5.4,3,
﻿2009-10-17,30.5,24.2,23.8,85,58,0,9.9,4,
﻿2009-10-18,28.5,24.4,23.6,81,55,0,8.4,4,
﻿2009-10-19,26.8,24.6,24.9,95,73,2.0,0.3,1,
﻿2009-10-20,25.3,23.0,23.4,92,75,0.9,0.2,2,
﻿2009-10-21,27.0,24.1,23.9,81,73,0,1.1,1,
﻿2009-10-22,28.0,23.8,23.5,84,61,0,6.9,2,
﻿2009-10-23,29.3,23.5,23.0,82,52,0,9.9,3,
﻿2009-10-24,28.0,24.4,23.2,82,59,0,8.4,3,
﻿2009-10-25,28.3,24.8,23.6,84,70,TRACE,6.9,2,
﻿2009-10-26,27.7,24.1,23.4,86,65,TRACE,8.3,3,
﻿2009-10-27,26.6,23.4,22.7,77,64,0,8.7,3,
﻿2009-10-28,27.9,23.1,22.4,81,54,TRACE,8.4,3,
﻿2009-10-29,28.1,23.4,22.4,82,55,0,9.4,3,
﻿2009-10-30,27.6,23.0,22.7,85,64,0,7.7,3,
﻿2009-10-31,28.9,23.1,22.1,81,54,0,9.8,3,
﻿2009-11-01,30.3,24.4,23.3,82,49,0,9.7,3,
﻿2009-11-02,26.2,19.6,17.8,64,28,0,9.8,3,
﻿2009-11-03,21.2,15.8,15.4,54,41,0,5.2,3,
﻿2009-11-04,24.4,17.1,15.8,70,42,0,6.6,3,
﻿2009-11-05,27.3,21.1,19.6,83,49,0,4.5,3,
﻿2009-11-06,27.1,22.3,20.7,87,67,0,8.8,3,
﻿2009-11-07,27.6,23.8,22.4,88,73,0,5.9,3,
﻿2009-11-08,26.8,24.4,23.1,89,80,TRACE,0.3,2,
﻿2009-11-09,27.3,24.4,23.4,91,80,TRACE,4.0,2,
﻿2009-11-10,29.0,24.9,23.2,86,64,TRACE,10.2,4,
﻿2009-11-11,28.8,24.7,23.1,87,67,TRACE,5.4,3,
﻿2009-11-12,27.8,22.7,23.8,92,73,5.2,0.9,2,
﻿2009-11-13,22.7,16.4,16.5,92,62,0.2,7.8,3,
﻿2009-11-14,19.5,15.6,16.2,78,69,TRACE,0.2,1,
﻿2009-11-15,20.7,18.3,18.7,97,76,20.2,0.0,0.7,
﻿2009-11-16,20.7,12.8,14.2,98,76,34.8,0.1,1,
﻿2009-11-17,13.2,10.5,12.8,84,61,0,0.0,1,
﻿2009-11-18,15.9,9.7,12.2,77,64,0,1.4,2,
﻿2009-11-19,18.2,12.0,13.7,79,54,TRACE,8.1,3,
﻿2009-11-20,18.6,13.2,13.7,69,53,0,7.5,3,
﻿2009-11-21,17.2,12.3,13.5,64,55,0,2.3,2,
﻿2009-11-22,19.1,13.0,13.3,65,47,0,9.0,3,
﻿2009-11-23,22.6,15.9,14.2,85,57,0,8.9,3,
﻿2009-11-24,23.7,17.8,16.0,89,61,0,9.6,3,
﻿2009-11-25,23.9,18.9,17.0,90,67,0,9.3,3,
﻿2009-11-26,22.9,20.4,18.3,87,74,0,5.1,3,
﻿2009-11-27,25.0,20.2,19.2,87,64,0,6.5,3,
﻿2009-11-28,23.2,20.2,18.7,88,62,0,9.0,3,
﻿2009-11-29,23.2,19.5,17.9,86,58,TRACE,6.4,2,
﻿2009-11-30,22.1,17.8,16.5,80,61,TRACE,8.9,2,
﻿2009-12-01,21.9,16.8,15.6,80,63,0,9.5,2,
﻿2009-12-02,21.9,18.1,16.4,82,61,0,6.2,2,
﻿2009-12-03,19.7,15.1,14.2,66,52,0,9.5,2,
﻿2009-12-04,20.1,15.7,14.2,76,60,0,8.9,2,
﻿2009-12-05,20.1,14.8,13.0,71,41,0,9.7,2,
﻿2009-12-06,20.3,16.3,14.6,79,62,TRACE,9.0,2,
﻿2009-12-07,19.1,16.8,16.7,94,74,5.5,0.0,0.4,
﻿2009-12-08,19.8,17.8,17.4,97,88,14.1,0.1,0.8,
﻿2009-12-09,20.4,18.7,18.8,96,87,0.4,0.0,0.6,
﻿2009-12-10,23.0,18.3,17.0,92,71,TRACE,6.8,2,
﻿2009-12-11,24.0,19.4,17.9,90,74,TRACE,8.0,3,
﻿2009-12-12,20.9,19.8,19.3,88,81,TRACE,0.1,1,
﻿2009-12-13,22.9,19.1,18.1,90,71,0,8.0,2,
﻿2009-12-14,21.2,18.7,17.9,95,76,1.0,2.1,2,
﻿2009-12-15,20.6,15.8,17.2,97,83,9.6,0.2,1,
﻿2009-12-16,15.8,12.7,14.5,91,76,3.8,0.0,0.7,
﻿2009-12-17,14.1,11.5,14.0,83,66,TRACE,0,0.8,
﻿2009-12-18,14.1,11.7,13.0,87,70,TRACE,0.0,0.9,
﻿2009-12-19,15.3,11.5,12.8,72,58,0,0.8,1,
﻿2009-12-20,16.5,11.3,11.0,65,36,0,7.6,2,
﻿2009-12-21,17.1,12.9,12.7,65,47,0,4.6,2,
﻿2009-12-22,18.3,14.2,12.8,79,66,0,9.3,2,
﻿2009-12-23,20.7,16.1,14.2,88,62,0,5.1,2,
﻿2009-12-24,23.1,18.3,15.9,92,72,0,9.4,3,
﻿2009-12-25,22.4,18.0,16.1,93,64,0,7.1,2,
﻿2009-12-26,19.3,17.3,16.1,81,73,0,0.9,1,
﻿2009-12-27,18.6,10.6,12.6,94,80,3.1,0,0.6,
﻿2009-12-28,14.6,9.4,10.9,94,75,5.7,0,1,
﻿2009-12-29,16.9,13.8,14.3,96,85,3.5,0.0,0.5,
﻿2009-12-30,17.9,16.4,16.3,97,87,2.5,0.0,0.7,
﻿2009-12-31,17.1,15.5,15.2,93,72,1.0,1.6,1,
﻿2010-01-01,18.1,15.0,14.7,81,66,TRACE,2.7,2,
﻿2010-01-02,20.0,16.1,16.0,96,83,5.2,0.5,1,
﻿2010-01-03,18.3,15.8,15.7,97,80,3.5,1.4,1,
﻿2010-01-04,19.9,15.9,14.9,88,71,0,7.3,2,
﻿2010-01-05,18.5,15.9,15.9,94,76,0.8,0.1,0.6,
﻿2010-01-06,16.8,14.4,15.6,96,81,1.2,0.0,0.5,
﻿2010-01-07,14.7,12.6,13.9,90,78,0.5,0,0.5,
﻿2010-01-08,15.5,11.6,12.3,93,70,0.9,0.0,1,
﻿2010-01-09,17.1,13.6,14.1,86,65,0,3.2,2,
﻿2010-01-10,19.1,15.7,14.1,85,74,TRACE,3.1,2,
﻿2010-01-11,18.2,12.0,15.4,97,77,12.5,0,0.5,
﻿2010-01-12,15.2,9.9,10.2,76,55,0,9.6,2,
﻿2010-01-13,15.9,9.8,9.8,65,38,0,9.5,2,
﻿2010-01-14,16.1,12.8,11.0,78,51,TRACE,8.7,2,
﻿2010-01-15,18.4,13.8,12.2,82,47,0,9.0,3,
﻿2010-01-16,19.7,15.0,12.6,82,52,0,8.4,2,
﻿2010-01-17,19.8,14.6,12.8,85,64,0,7.7,2,
﻿2010-01-18,19.7,14.8,13.7,86,64,0,9.8,3,
﻿2010-01-19,20.2,15.9,14.9,85,75,0,5.0,3,
﻿2010-01-20,22.7,19.6,17.8,88,77,TRACE,0.1,1,
﻿2010-01-21,24.0,21.3,19.8,91,82,0,1.6,1,
﻿2010-01-22,21.6,16.5,18.3,93,78,TRACE,1.7,2,
﻿2010-01-23,16.6,14.9,16.1,90,82,TRACE,0,0.8,
﻿2010-01-24,17.1,14.5,15.6,86,82,TRACE,0,0.8,
﻿2010-01-25,21.7,16.1,16.0,88,68,0,1.1,2,
﻿2010-01-26,17.8,15.4,15.9,82,74,TRACE,0.1,1,
﻿2010-01-27,18.9,15.5,15.8,94,76,TRACE,2.0,2,
﻿2010-01-28,22.4,17.4,17.4,96,84,TRACE,1.0,2,
﻿2010-01-29,19.5,17.4,17.1,95,83,TRACE,0.2,1,
﻿2010-01-30,20.6,17.1,16.7,89,79,0,5.2,2,
﻿2010-01-31,24.5,19.2,17.9,90,72,0,9.7,3,
﻿2010-02-01,23.8,19.7,18.1,93,73,0,9.7,3,
﻿2010-02-02,20.8,18.2,18.3,91,86,TRACE,0,1,
﻿2010-02-03,19.5,17.0,18.3,92,85,TRACE,0,1,
﻿2010-02-04,18.1,16.3,17.2,96,86,0.4,0,1,
﻿2010-02-05,17.9,16.8,17.2,93,85,TRACE,0,1,
﻿2010-02-06,18.0,16.9,17.2,95,87,TRACE,0,1,
﻿2010-02-07,17.6,16.3,16.7,99,90,94.1,0,0.3,
﻿2010-02-08,19.0,17.2,17.1,99,94,7.1,0.1,0.5,
﻿2010-02-09,23.8,19.0,17.9,99,86,0,1.5,2,
﻿2010-02-10,25.8,22.8,20.5,89,80,TRACE,1.2,2,
﻿2010-02-11,26.9,23.9,21.9,87,73,TRACE,2.7,2,
﻿2010-02-12,24.5,11.9,15.7,90,73,TRACE,0,0.8,
﻿2010-02-13,14.8,11.6,14.9,97,81,1.7,0,0.7,
﻿2010-02-14,16.3,14.6,15.4,99,95,2.3,0,0.6,
﻿2010-02-15,15.2,10.8,13.3,97,88,0.6,0,0.5,
﻿2010-02-16,11.2,9.1,12.2,94,80,0.6,0,0.8,
﻿2010-02-17,10.5,8.9,11.3,95,74,1.0,0,0.6,
﻿2010-02-18,10.5,8.2,10.9,92,77,0.8,0,0.7,
﻿2010-02-19,11.2,7.7,9.5,97,79,3.7,0,0.9,
﻿2010-02-20,15.9,10.7,11.9,85,71,TRACE,2.0,2,
﻿2010-02-21,18.7,14.0,14.2,88,70,TRACE,3.7,2,
﻿2010-02-22,19.1,16.7,15.8,93,83,0.1,0.1,1,
﻿2010-02-23,23.8,17.9,16.4,92,74,0,4.0,3,
﻿2010-02-24,24.4,20.2,18.7,96,77,TRACE,1.4,1,
﻿2010-02-25,26.3,22.9,20.8,94,80,0.4,1.3,2,
﻿2010-02-26,25.8,23.0,22.2,97,80,0.3,0.4,1,
﻿2010-02-27,27.1,23.1,21.6,96,76,TRACE,2.0,2,
﻿2010-02-28,26.2,22.0,22.1,96,83,TRACE,1.7,2,
﻿2010-03-01,24.0,21.1,21.6,97,89,0,0.5,2,
﻿2010-03-02,26.2,22.5,21.6,94,80,0,0.4,1,
﻿2010-03-03,26.9,23.3,21.9,95,80,0,1.2,2,
﻿2010-03-04,25.8,23.0,22.5,95,81,0.1,0.1,1,
﻿2010-03-05,27.5,24.1,22.5,89,75,TRACE,4.7,3,
﻿2010-03-06,27.4,24.6,22.7,90,78,TRACE,0.9,1,
﻿2010-03-07,25.5,17.0,19.4,96,86,4.9,0,0.3,
﻿2010-03-08,17.8,13.2,17.8,98,91,0.5,0,0.4,
﻿2010-03-09,13.3,8.9,14.7,92,55,2.7,0,0.5,
﻿2010-03-10,16.8,8.1,10.2,61,36,0,10.3,3,
﻿2010-03-11,19.8,12.1,12.0,80,51,0,9.7,3,
﻿2010-03-12,17.8,15.7,15.4,95,77,0.4,0,0.4,
﻿2010-03-13,20.3,17.4,17.5,96,90,TRACE,0.1,1,
﻿2010-03-14,21.6,18.9,19.1,100,90,TRACE,1.2,2,
﻿2010-03-15,26.6,20.8,20.7,100,75,TRACE,7.0,3,
﻿2010-03-16,21.9,17.8,19.0,98,76,TRACE,0,0.7,
﻿2010-03-17,20.7,17.3,18.4,84,69,0,0.2,2,
﻿2010-03-18,24.4,18.7,18.1,87,68,0,9.0,2,
﻿2010-03-19,25.2,18.9,18.1,92,47,0,10.2,4,
﻿2010-03-20,24.5,19.7,18.9,92,68,TRACE,1.0,1,
﻿2010-03-21,28.1,20.1,18.9,89,62,0,8.7,4,
﻿2010-03-22,25.5,19.3,20.1,87,65,0,8.3,4,
﻿2010-03-23,26.4,20.8,20.6,94,78,0,3.4,3,
﻿2010-03-24,29.1,20.3,19.9,96,70,TRACE,4.7,3,
﻿2010-03-25,20.2,14.7,15.7,96,53,8.9,0.3,0.9,
﻿2010-03-26,20.9,14.7,13.7,68,42,0,10.3,3,
﻿2010-03-27,20.9,16.5,16.2,73,58,0,0.5,1,
﻿2010-03-28,24.7,17.0,15.5,81,46,0,10.0,3,
﻿2010-03-29,19.4,17.1,15.2,80,51,0,0.6,1,
﻿2010-03-30,20.5,17.9,17.7,87,76,TRACE,0.1,0.9,
﻿2010-03-31,24.9,19.9,19.1,93,75,TRACE,6.7,4,
﻿2010-04-01,26.2,21.1,20.9,95,77,TRACE,2.3,3,
﻿2010-04-02,24.8,18.4,18.8,98,82,2.0,1.0,0.9,
﻿2010-04-03,18.4,17.6,17.8,92,83,TRACE,0.0,0.8,
﻿2010-04-04,20.1,17.7,17.8,96,88,TRACE,0.1,1,
﻿2010-04-05,21.7,19.4,19.7,97,91,TRACE,0.1,1,
﻿2010-04-06,25.9,21.3,21.2,98,84,Trace,0.9,1,
﻿2010-04-07,22.4,18.1,18.5,96,80,1.8,0,0.4,
﻿2010-04-08,18.3,15.5,17.1,98,73,9.6,0,0.5,
﻿2010-04-09,21.0,17.7,17.7,93,82,TRACE,1.8,3,
﻿2010-04-10,19.9,18.7,18.9,97,92,1.7,0,0.3,
﻿2010-04-11,26.2,19.9,19.6,99,83,TRACE,0.9,2,
﻿2010-04-12,28.4,24.4,23.0,94,79,0,2.1,2,
﻿2010-04-13,29.5,19.5,20.9,98,77,0.9,3.8,3,
﻿2010-04-14,19.8,18.1,19.0,95,86,0.3,0,1,
﻿2010-04-15,19.7,13.5,19.4,98,87,8.2,0,0.3,
﻿2010-04-16,18.3,14.3,14.9,90,80,TRACE,0,1,
﻿2010-04-17,19.6,16.4,16.8,96,75,2.0,0,2,
﻿2010-04-18,20.4,17.8,18.2,98,88,3.1,0.1,2,
﻿2010-04-19,25.5,20.2,20.0,96,78,TRACE,5.2,4,
﻿2010-04-20,25.6,21.7,21.9,99,87,1.1,0.5,2,
﻿2010-04-21,28.4,23.7,22.9,97,78,0,2.0,3,
﻿2010-04-22,28.4,21.1,21.6,95,77,6.8,0.5,1,
﻿2010-04-23,25.9,18.7,19.7,78,59,0,6.4,4,
﻿2010-04-24,24.8,19.6,20.3,81,45,TRACE,8.4,5,
﻿2010-04-25,23.6,19.2,19.7,83,60,0,1.7,3,
﻿2010-04-26,24.7,20.4,20.4,87,72,0.2,2.7,3,
﻿2010-04-27,24.8,19.8,19.6,87,66,TRACE,0.7,3,
﻿2010-04-28,25.8,21.2,20.9,89,70,TRACE,0.7,2,
﻿2010-04-29,24.2,18.1,18.6,99,80,40.6,0.4,0.7,
﻿2010-04-30,26.0,18.2,18.6,97,66,0.6,6.9,5,
﻿2010-05-01,28.1,20.8,20.5,90,67,0,7.3,5,
﻿2010-05-02,28.5,22.3,21.6,90,63,0,9.1,5,
﻿2010-05-03,27.8,22.2,21.7,93,65,0,8.8,5,
﻿2010-05-04,26.8,23.0,22.3,92,80,TRACE,2.2,4,
﻿2010-05-05,27.8,23.6,23.6,94,78,TRACE,1.0,3,
﻿2010-05-06,28.7,26.0,25.3,93,80,0.2,0.7,2,
﻿2010-05-07,28.3,23.0,22.6,97,79,29.1,0.9,3,
﻿2010-05-08,27.2,24.5,25.2,95,86,0,3.6,3,
﻿2010-05-09,30.0,24.6,25.0,95,71,3.9,5.9,4,
﻿2010-05-10,26.4,21.9,23.5,98,86,27.6,0,1,
﻿2010-05-11,26.4,22.6,23.5,96,81,0.3,1.9,3,
﻿2010-05-12,26.6,23.2,23.7,93,78,TRACE,2.4,4,
﻿2010-05-13,26.1,22.6,23.7,96,82,0.7,1.8,3,
﻿2010-05-14,25.7,23.7,24.5,96,90,TRACE,1.1,2,
﻿2010-05-15,26.5,23.0,23.5,99,85,11.9,2.4,4,
﻿2010-05-16,26.9,22.7,23.8,97,81,0.8,3.2,4,
﻿2010-05-17,27.3,24.1,24.3,95,82,TRACE,3.9,5,
﻿2010-05-18,29.6,25.0,24.7,96,76,TRACE,3.9,3,
﻿2010-05-19,28.8,22.6,23.1,98,76,55.7,0.2,1,
﻿2010-05-20,29.9,22.6,23.1,99,69,8.1,4.4,4,
﻿2010-05-21,30.7,26.3,25.7,90,77,TRACE,2.8,3,
﻿2010-05-22,29.6,28.2,26.6,88,79,TRACE,0.2,2,
﻿2010-05-23,29.0,23.9,23.7,93,68,10.1,0,2,
﻿2010-05-24,29.5,22.7,22.1,84,44,0,12.3,6,
