Date,max_temp,min-temp,grass_temp,max_humid,min_humid,rainfall,sunshine,UV,
﻿2004-06-03,29.9,27.0,25.5,89,75,TRACE,8.8,5,
﻿2004-06-04,29.7,26.6,24.9,83,67,TRACE,9.7,6,
﻿2004-06-05,28.4,26.4,24.7,86,75,TRACE,2.4,3,
﻿2004-06-06,27.8,25.0,24.5,96,79,8.3,0,1,
﻿2004-06-07,27.6,24.5,24.1,96,76,1.2,0.1,1,
﻿2004-06-08,29.4,26.0,24.4,87,64,TRACE,1.9,3,
﻿2004-06-09,30.4,26.0,24.0,87,61,TRACE,6.4,3,
﻿2004-06-10,29.1,26.1,24.0,86,68,0,10.4,4,
﻿2004-06-11,29.1,25.9,24.0,80,55,0,10.4,5,
﻿2004-06-12,29.6,26.3,24.2,80,61,0,8.1,5,
﻿2004-06-13,30.1,26.3,24.2,79,43,0,11.9,6,
﻿2004-06-14,30.2,26.1,24.1,82,61,0,10.0,6,
﻿2004-06-15,28.3,25.8,24.6,97,83,27.9,2.6,3,
﻿2004-06-16,30.0,26.5,25.5,92,74,2.9,1.0,2,
﻿2004-06-17,31.2,27.6,25.7,87,70,TRACE,5.2,4,
﻿2004-06-18,31.3,27.6,25.6,86,70,TRACE,9.4,5,
﻿2004-06-19,32.3,28.4,26.0,83,67,TRACE,10.1,6,
﻿2004-06-20,33.2,25.6,24.9,95,66,34.2,7.1,6,
﻿2004-06-21,31.8,25.3,23.8,96,71,27.0,3.3,4,
﻿2004-06-22,32.2,27.6,26.8,91,70,8.7,5.4,5,
﻿2004-06-23,31.3,27.3,26.0,93,73,9.7,3.4,3,
﻿2004-06-24,32.6,28.9,26.4,82,66,Trace,7.3,5,
﻿2004-06-25,32.6,28.6,26.4,82,65,TRACE,11.0,6,
﻿2004-06-26,32.6,28.0,26.0,90,67,1.6,10.1,6,
﻿2004-06-27,31.5,28.1,25.8,88,72,0.2,11.4,7,
﻿2004-06-28,32.7,28.3,26.5,87,60,TRACE,9.4,5,
﻿2004-06-29,34.2,29.2,26.9,85,47,0,9.6,5,
﻿2004-06-30,32.9,27.4,27.9,86,75,15.3,5.6,2,
﻿2004-07-01,34.6,29.1,27.0,86,61,TRACE,8.8,3,
﻿2004-07-02,33.8,29.4,26.9,87,64,0.1,7.0,5,
﻿2004-07-03,30.5,28.6,26.4,91,80,8.6,0,0.8,
﻿2004-07-04,30.9,26.4,26.8,89,78,2.0,3.3,2,
﻿2004-07-05,31.5,28.2,26.2,85,70,1.0,6.6,5,
﻿2004-07-06,30.9,29.3,27.0,83,74,0.4,0.1,3,
﻿2004-07-07,31.9,26.6,26.8,93,72,18.3,6.7,4,
﻿2004-07-08,32.3,28.7,26.7,84,72,0,5.0,5,
﻿2004-07-09,31.7,28.5,26.6,82,62,TRACE,9.7,6,
﻿2004-07-10,31.2,27.4,26.1,85,65,3.1,7.1,4,
﻿2004-07-11,31.0,27.2,25.6,84,70,1.2,5.6,4,
﻿2004-07-12,30.8,27.3,25.5,89,69,5.3,3.6,4,
﻿2004-07-13,30.5,25.9,24.8,95,67,8.1,5.6,4,
﻿2004-07-14,32.1,27.0,25.6,88,56,0,10.8,6,
﻿2004-07-15,32.8,26.8,25.7,88,59,0,11.3,6,
﻿2004-07-16,28.1,23.5,24.6,96,73,77.5,0,0.9,
﻿2004-07-17,26.7,22.7,21.2,97,89,44.4,1.1,3,
﻿2004-07-18,31.3,24.8,24.0,93,61,0,11.5,6,
﻿2004-07-19,29.5,25.5,25.8,95,73,19.1,3.1,3,
﻿2004-07-20,29.1,25.6,25.4,96,77,6.9,2.7,4,
﻿2004-07-21,27.5,24.9,25.1,97,86,58.9,0.2,2,
﻿2004-07-22,29.7,25.2,23.6,97,72,27.6,9.8,6,
﻿2004-07-23,30.1,27.3,26.3,87,72,0,6.2,5,
﻿2004-07-24,30.9,26.8,25.8,89,67,0,11.7,6,
﻿2004-07-25,30.5,27.2,26.3,85,69,TRACE,11.2,6,
﻿2004-07-26,29.6,25.7,25.4,92,73,1.5,7.1,4,
﻿2004-07-27,31.0,26.6,25.3,84,66,TRACE,4.2,2,
﻿2004-07-28,29.3,26.8,24.8,94,78,7.9,1.3,2,
﻿2004-07-29,27.7,23.8,24.2,98,89,94.3,0,1,
﻿2004-07-30,27.8,25.9,25.1,95,85,0.5,0.2,2,
﻿2004-07-31,30.5,26.6,25.5,91,69,TRACE,10.6,7,
﻿2004-08-01,31.9,26.6,25.4,89,55,0,10.8,6,
﻿2004-08-02,32.0,27.3,25.5,88,63,0,11.5,7,
﻿2004-08-03,31.9,28.0,26.2,86,61,0,10.8,7,
﻿2004-08-04,31.8,25.6,26.3,92,64,23.0,6.5,5,
﻿2004-08-05,29.1,25.3,24.0,96,81,14.0,3.8,3,
﻿2004-08-06,27.4,24.7,24.7,97,85,83.9,1.8,1,
﻿2004-08-07,30.6,26.7,25.3,91,66,0,11.2,7,
﻿2004-08-08,31.7,27.2,25.2,85,64,0,6.5,3,
﻿2004-08-09,32.9,28.0,26.2,88,61,0,10.2,4,
﻿2004-08-10,33.9,28.9,26.9,88,54,0,10.3,4,
﻿2004-08-11,31.1,25.2,26.9,90,70,36.4,1.5,1,
﻿2004-08-12,29.9,25.9,24.2,91,72,2.7,1.9,2,
﻿2004-08-13,32.0,27.0,25.1,84,65,0,9.7,5,
﻿2004-08-14,32.1,25.9,24.8,93,60,18.3,4.9,5,
﻿2004-08-15,30.3,27.8,25.5,91,75,TRACE,8.0,5,
﻿2004-08-16,31.9,27.1,25.7,86,61,0,10.8,5,
﻿2004-08-17,33.4,27.5,25.9,89,55,0,10.3,3,
﻿2004-08-18,32.7,29.3,27.0,83,66,TRACE,2.5,2,
﻿2004-08-19,32.4,28.8,27.4,91,72,0,3.4,2,
﻿2004-08-20,30.1,25.7,24.8,93,74,10.3,3.4,4,
﻿2004-08-21,27.3,25.3,24.5,97,89,64.3,0,0.4,
﻿2004-08-22,27.4,25.5,25.1,97,90,16.4,0,2,
﻿2004-08-23,31.4,26.2,25.0,93,67,12.0,7.2,3,
﻿2004-08-24,31.4,26.9,25.8,93,70,29.8,4.3,2,
﻿2004-08-25,32.7,27.5,25.9,91,59,0,7.7,4,
﻿2004-08-26,29.6,25.3,24.9,90,68,12.0,0,1,
﻿2004-08-27,27.1,24.9,24.2,96,82,5.7,0,0.8,
﻿2004-08-28,29.0,25.3,24.3,97,85,21.8,2.4,3,
﻿2004-08-29,28.6,25.2,23.7,97,80,114.7,0,0.9,
﻿2004-08-30,29.6,25.6,24.7,92,80,14.3,0.9,2,
﻿2004-08-31,29.9,26.0,26.2,97,80,8.9,2,3,
﻿2004-09-01,30.2,27.2,25.6,95,77,0,10.7,6,
﻿2004-09-02,31.0,27.7,26.0,91,72,trace,10.4,6,
﻿2004-09-03,30.0,26.2,26.0,96,83,18.2,5.9,3,
﻿2004-09-04,30.9,27.1,25.7,90,69,TRACE,8.2,4,
﻿2004-09-05,32.4,26.8,25.3,89,60,0,6.5,4,
﻿2004-09-06,32.6,26.4,26.3,88,69,trace,6.1,2,
﻿2004-09-07,31.9,27.4,25.7,89,68,0,7.5,3,
﻿2004-09-08,28.7,26.0,25.1,97,85,34.3,0,2,
﻿2004-09-09,26.0,24.1,24.2,97,83,29.1,0,1,
﻿2004-09-10,27.2,23.9,23.2,86,74,TRACE,0.1,2,
﻿2004-09-11,27.5,24.3,22.9,77,67,0,1.4,3,
﻿2004-09-12,28.5,24.4,23.1,75,63,0,0.9,4,
﻿2004-09-13,30.4,25.5,23.2,74,52,0,8.5,4,
﻿2004-09-14,30.0,26.0,23.2,67,52,0,6.7,3,
﻿2004-09-15,30.4,26.1,23.5,76,45,TRACE,3.5,3,
﻿2004-09-16,30.1,27.0,24.0,83,61,0,7.9,3,
﻿2004-09-17,30.3,27.1,24.7,88,73,TRACE,7.8,5,
﻿2004-09-18,30.1,26.4,25.1,96,74,6.8,9.0,6,
﻿2004-09-19,27.6,25.2,24.7,97,88,58.8,1.0,1,
﻿2004-09-20,30.0,26.0,24.1,92,68,TRACE,8.5,3,
﻿2004-09-21,30.9,24.2,24.1,95,67,16.2,8.8,3,
﻿2004-09-22,29.4,24.5,22.7,92,65,0.9,3.7,2,
﻿2004-09-23,30.5,24.8,22.8,80,48,0,10.1,4,
﻿2004-09-24,28.7,26.4,23.9,84,71,TRACE,4.6,3,
﻿2004-09-25,28.6,25.9,23.8,86,67,0.1,9.1,4,
﻿2004-09-26,30.1,25.2,22.7,83,42,0,10.4,4,
﻿2004-09-27,31.0,25.4,22.0,71,48,0,9.6,4,
﻿2004-09-28,30.5,26.0,22.5,82,56,0,7.5,3,
﻿2004-09-29,31.6,27.0,24.3,88,62,TRACE,8.7,3,
﻿2004-09-30,29.1,26.0,24.7,94,73,2.9,7.5,4,
﻿2004-10-01,30.8,26.3,24.2,84,63,TRACE,7.9,3,
﻿2004-10-02,26.3,22.5,21.3,68,41,0,2.2,2,
﻿2004-10-03,25.5,20.9,18.2,55,42,0,8.3,4,
﻿2004-10-04,26.7,21.4,18.0,63,43,0,9.4,4,
﻿2004-10-05,28.3,22.4,18.8,71,47,0,10.3,4,
﻿2004-10-06,28.7,22.6,20.2,77,46,0,9.9,3,
﻿2004-10-07,27.4,23.4,20.6,77,46,TRACE,6.0,1,
﻿2004-10-08,29.0,23.0,19.8,56,31,0,9.6,4,
﻿2004-10-09,30.0,23.1,19.2,69,39,0,10.0,3,
﻿2004-10-10,29.0,23.4,20.3,77,49,0,9.7,3,
﻿2004-10-11,29.0,23.6,20.7,81,59,0,5.3,2,
﻿2004-10-12,29.3,23.6,20.9,85,48,0,9.1,3,
﻿2004-10-13,28.9,23.5,20.5,73,42,0,9.1,3,
﻿2004-10-14,26.8,23.9,21.6,80,60,TRACE,7.4,2,
﻿2004-10-15,26.7,22.7,20.3,77,52,0,9.4,3,
﻿2004-10-16,26.6,23.2,20.3,85,63,0,9.1,3,
﻿2004-10-17,26.9,22.9,20.0,82,62,0,9.1,3,
﻿2004-10-18,28.9,22.6,19.2,78,37,0,10.2,4,
﻿2004-10-19,28.4,23.3,19.6,58,46,0,10.0,3,
﻿2004-10-20,27.3,22.4,18.9,79,52,0,8.6,3,
﻿2004-10-21,26.7,24.2,21.1,81,63,TRACE,4.4,2,
﻿2004-10-22,26.4,23.5,20.4,80,56,TRACE,5.7,3,
﻿2004-10-23,25.8,22.7,19.5,73,53,0,10.0,3,
﻿2004-10-24,27.4,22.3,19.1,76,42,TRACE,9.4,3,
﻿2004-10-25,28.6,23.1,19.4,68,46,0,7.3,3,
﻿2004-10-26,27.9,21.9,20.4,93,50,2.3,4.2,3,
﻿2004-10-27,25.3,21.3,18.6,76,57,TRACE,7.8,3,
﻿2004-10-28,24.8,22.2,19.5,80,64,TRACE,8.9,3,
﻿2004-10-29,25.5,22.2,20.1,80,53,0,8.8,3,
﻿2004-10-30,26.0,22.6,19.6,82,63,0,10.2,3,
﻿2004-10-31,26.3,22.4,19.5,86,63,0,9.9,3,
﻿2004-11-01,27.1,22.6,19.7,87,64,0,5.8,1,
﻿2004-11-02,26.1,22.2,19.2,81,60,0,5.7,2,
﻿2004-11-03,25.1,22.9,20.2,82,70,0,6.4,2,
﻿2004-11-04,24.5,22.1,19.0,81,60,0,9.7,3,
﻿2004-11-05,25.0,22.3,19.6,85,71,0,6.9,2,
﻿2004-11-06,25.4,22.1,19.6,85,65,0,6.9,2,
﻿2004-11-07,25.1,22.8,20.2,83,69,TRACE,8.8,3,
﻿2004-11-08,25.1,22.7,20.1,82,71,0,6.3,2,
﻿2004-11-09,25.3,23.5,20.7,88,81,TRACE,0.9,1,
﻿2004-11-10,27.0,24.0,21.9,90,80,TRACE,6.7,3,
﻿2004-11-11,27.2,24.5,22.1,91,77,TRACE,8.9,3,
﻿2004-11-12,27.5,24.2,21.6,90,67,trace,5.7,2,
﻿2004-11-13,25.3,23.7,21.7,87,74,TRACE,1.3,2,
﻿2004-11-14,27.2,23.5,21.1,88,72,0,5.2,3,
﻿2004-11-15,24.5,20.1,21.1,88,62,0,1.6,1,
﻿2004-11-16,21.7,18.5,17.2,74,66,0,1.9,2,
﻿2004-11-17,23.9,18.9,17.5,72,53,0,6.9,3,
﻿2004-11-18,23.0,18.2,15.0,61,36,0,10.2,3,
﻿2004-11-19,22.7,18.3,14.4,69,39,0,10.1,3,
﻿2004-11-20,22.3,18.5,15.2,79,51,0,9.8,2,
﻿2004-11-21,22.6,18.9,15.8,81,54,0,9.6,2,
﻿2004-11-22,23.9,19.4,16.2,80,56,0,9.8,3,
﻿2004-11-23,23.2,20.5,17.4,82,60,TRACE,0,1,
﻿2004-11-24,24.6,21.3,18.8,93,69,0.4,0.6,2,
﻿2004-11-25,26.0,21.9,19.3,90,62,0,2.1,2,
﻿2004-11-26,23.9,19.2,19.2,86,56,0,7.6,2,
﻿2004-11-27,21.1,17.8,16.8,68,59,0,0,1,
﻿2004-11-28,22.9,18.4,15.7,79,54,0,9.8,3,
﻿2004-11-29,23.8,19.3,16.5,87,53,0,9.5,2,
﻿2004-11-30,22.9,19.5,16.5,83,44,0,8.6,3,
﻿2004-12-01,23.3,19.9,16.7,79,59,0,9.3,3,
﻿2004-12-02,24.4,20.2,17.2,85,60,0,8.0,3,
﻿2004-12-03,25.8,20.6,17.6,85,48,0,0.7,2,
﻿2004-12-04,24.6,19.1,17.8,61,45,0,8.6,2,
﻿2004-12-05,21.4,17.2,14.1,71,43,TRACE,9.3,2,
﻿2004-12-06,20.9,18.1,15.4,76,58,TRACE,7.8,2,
﻿2004-12-07,21.5,18.0,15.5,77,37,0,7.6,2,
﻿2004-12-08,20.5,16.1,12.7,69,44,0,9.3,2,
﻿2004-12-09,20.8,16.7,13.4,76,45,0,9.3,2,
﻿2004-12-10,21.4,17.3,13.7,83,51,0,9.4,2,
﻿2004-12-11,21.3,17.9,14.7,85,61,0,9.4,2,
﻿2004-12-12,23.3,18.0,14.3,89,34,0,9.4,2,
﻿2004-12-13,21.2,17.0,13.4,77,41,0,9.5,2,
﻿2004-12-14,20.9,17.3,13.9,87,61,TRACE,6.3,2,
﻿2004-12-15,23.0,18.4,15.3,88,56,0,8.9,2,
﻿2004-12-16,22.1,18.8,15.7,87,57,0,9.4,2,
﻿2004-12-17,21.8,18.4,15.3,88,66,0,8.9,2,
﻿2004-12-18,22.5,18.6,15.7,89,71,0,6.2,2,
﻿2004-12-19,22.6,19.2,16.4,89,71,0,7.8,2,
﻿2004-12-20,22.1,18.7,15.7,91,70,TRACE,8.6,2,
﻿2004-12-21,21.0,19.2,17.2,82,67,0,4.6,2,
﻿2004-12-22,21.5,19.4,17.1,91,76,TRACE,5.4,2,
﻿2004-12-23,24.1,19.8,16.9,93,65,0,8.7,2,
﻿2004-12-24,20.6,18.3,16.4,83,70,TRACE,7.3,2,
﻿2004-12-25,20.2,18.1,15.7,81,75,0,2.6,2,
﻿2004-12-26,20.9,18.4,17.2,84,70,TRACE,6.9,2,
﻿2004-12-27,21.4,16.9,15.4,87,59,0,6.3,2,
﻿2004-12-28,17.1,9.9,12.7,77,61,0,0.5,0.6,
﻿2004-12-29,14.9,8.9,7.1,79,63,0,3.2,1,
﻿2004-12-30,16.8,9.3,11.0,79,59,0,0.2,1,
﻿2004-12-31,11.6,8.2,7.1,64,33,0,6.7,2,
﻿2005-01-01,12.1,6.4,4.3,50,35,0,9.5,2,
﻿2005-01-02,14.1,10.7,7.1,69,38,0,1.7,1,
﻿2005-01-03,18.1,12.1,8.9,73,55,0,1.2,2,
﻿2005-01-04,18.2,15.3,13.7,76,53,0,0,0.8,
﻿2005-01-05,18.0,16.2,12.8,83,70,0,1.4,2,
﻿2005-01-06,20.4,15.2,12.1,85,46,0,8.8,2,
﻿2005-01-07,19.3,16.2,13.7,87,72,0,9.4,2,
﻿2005-01-08,19.4,16.8,14.0,85,60,0,1.1,2,
﻿2005-01-09,17.6,14.3,12.0,85,60,0,7.5,2,
﻿2005-01-10,16.7,12.9,10.6,80,63,0,8.8,2,
﻿2005-01-11,18.8,15.0,12.1,83,62,0,9.0,2,
﻿2005-01-12,18.1,14.3,11.6,81,65,0,6.5,2,
﻿2005-01-13,16.2,9.9,10.2,97,65,3.5,0,0.5,
﻿2005-01-14,14.3,7.4,5.7,73,44,0,8.2,2,
﻿2005-01-15,15.3,9.7,6.8,62,36,0,9.0,2,
﻿2005-01-16,15.9,11.2,8.0,68,45,0,9.3,2,
﻿2005-01-17,16.1,13.0,9.5,81,60,0,7.6,2,
﻿2005-01-18,17.7,14.1,10.8,88,69,0,8.2,2,
﻿2005-01-19,18.4,15.6,12.8,88,75,0,5.3,2,
﻿2005-01-20,16.5,15.2,12.8,87,77,0,0,0.5,
﻿2005-01-21,17.2,14.4,12.5,85,68,TRACE,5.1,2,
﻿2005-01-22,19.9,15.6,13.3,89,77,TRACE,3.2,1,
﻿2005-01-23,21.1,16.1,13.3,95,69,0,9.7,3,
﻿2005-01-24,19.7,16.5,14.8,91,66,0,4.5,2,
﻿2005-01-25,21.6,18.2,15.2,93,78,0,2.1,2,
﻿2005-01-26,20.8,16.9,15.7,96,84,TRACE,1.7,1,
﻿2005-01-27,19.6,16.7,15.5,91,81,TRACE,2.6,2,
﻿2005-01-28,19.6,18.3,16.1,97,89,0.4,0,0.6,
﻿2005-01-29,19.3,17.4,16.2,96,90,TRACE,0.2,1,
﻿2005-01-30,18.8,14.8,16.6,98,90,1.0,0,0.6,
﻿2005-01-31,14.9,12.9,12.0,97,76,1.0,0,0.9,
﻿2005-02-01,14.2,12.0,10.6,84,65,TRACE,0,0.7,
﻿2005-02-02,13.9,12.0,10.7,87,76,TRACE,0,0.8,
﻿2005-02-03,14.6,12.9,12.0,95,83,0.6,0,0.5,
﻿2005-02-04,18.9,14.3,12.8,97,86,TRACE,0.4,2,
﻿2005-02-05,19.2,17.9,16.4,98,88,TRACE,0.3,1,
﻿2005-02-06,19.4,17.8,16.9,97,88,0.1,0.9,1,
﻿2005-02-07,24.5,18.1,16.8,97,63,0.1,8.1,3,
﻿2005-02-08,21.2,17.9,16.2,96,89,0.3,1.5,2,
﻿2005-02-09,21.2,17.6,16.3,94,77,TRACE,6.2,3,
﻿2005-02-10,24.1,16.6,16.5,95,74,TRACE,3.2,2,
﻿2005-02-11,17.5,14.8,13.9,82,71,0,2.6,2,
﻿2005-02-12,20.3,15.7,13.7,85,68,0,6.4,3,
﻿2005-02-13,17.9,15.2,13.9,91,75,TRACE,2.2,2,
﻿2005-02-14,18.4,15.4,14.1,92,78,TRACE,0.1,1,
﻿2005-02-15,20.8,17.3,16.0,97,88,0.2,0.3,2,
﻿2005-02-16,24.7,20.5,18.8,97,82,TRACE,0.4,1,
﻿2005-02-17,24.4,19.5,20.5,94,84,1.1,0,0.8,
﻿2005-02-18,19.5,12.8,14.9,97,74,0.9,0,0.4,
﻿2005-02-19,14.6,10.6,10.5,71,52,0,0,1,
﻿2005-02-20,10.8,9.0,8.3,75,65,TRACE,0,0.7,
﻿2005-02-21,11.0,9.4,8.5,83,74,TRACE,0,0.3,
﻿2005-02-22,13.8,10.6,9.0,91,82,TRACE,0,0.3,
﻿2005-02-23,18.0,13.6,12.2,95,82,TRACE,1.3,2,
﻿2005-02-24,23.1,17.4,15.3,98,84,2.7,0.2,0.9,
﻿2005-02-25,20.8,16.0,17.2,99,91,0.8,0,0.6,
﻿2005-02-26,16.5,14.0,14.6,91,85,TRACE,0,0.4,
﻿2005-02-27,14.5,13.1,12.7,95,83,3.7,0,0.8,
﻿2005-02-28,15.4,11.7,11.1,98,75,8.7,0.3,2,
﻿2005-03-01,14.4,12.5,11.3,97,78,6.7,0,1,
﻿2005-03-02,15.0,12.3,12.3,97,85,12.7,0,0.4,
﻿2005-03-03,14.4,10.6,10.2,96,65,3.7,1.4,1,
﻿2005-03-04,14.2,10.6,9.2,88,47,1.1,0,0.6,
﻿2005-03-05,17.2,11.0,7.7,75,37,0,10.5,3,
﻿2005-03-06,16.6,12.0,8.5,78,40,0,10.7,4,
﻿2005-03-07,19.8,13.3,9.7,82,54,0,10.4,4,
﻿2005-03-08,21.4,15.7,12.4,88,62,0,10.6,4,
﻿2005-03-09,22.0,17.1,14.2,90,74,0,8.1,3,
﻿2005-03-10,22.9,18.7,15.7,94,76,0,0.5,1,
﻿2005-03-11,21.8,20.5,18.1,97,92,0.5,0,0.5,
﻿2005-03-12,22.0,9.8,15.9,97,83,5.5,0,0.2,
﻿2005-03-13,11.5,9.5,8.3,82,66,TRACE,0,1,
﻿2005-03-14,13.5,11.2,9.6,79,65,TRACE,0,0.8,
﻿2005-03-15,16.6,12.6,11.4,92,82,0.1,0.8,2,
﻿2005-03-16,20.4,16.5,15.0,94,82,TRACE,1.1,2,
﻿2005-03-17,25.7,19.1,16.7,97,70,TRACE,6.2,3,
﻿2005-03-18,22.0,16.6,16.8,89,72,0,0.7,2,
﻿2005-03-19,19.1,15.1,16.8,89,72,0,0.7,2,
﻿2005-03-20,21.8,15.6,13.3,83,57,0,7.7,4,
﻿2005-03-21,19.9,17.6,16.8,88,77,0.9,1.0,3,
﻿2005-03-22,22.0,19.0,17.0,96,87,4.7,1.0,2,
﻿2005-03-23,24.8,17.6,17.9,94,53,8.0,4.0,3,
﻿2005-03-24,21.1,16.4,14.6,76,54,TRACE,5.0,3,
﻿2005-03-25,18.3,16.4,14.0,76,63,0,1.7,2,
﻿2005-03-26,18.6,15.9,14.3,90,75,0.9,0.5,2,
﻿2005-03-27,22.3,17.4,15.7,97,83,3.4,0.7,2,
﻿2005-03-28,26.1,20.3,18.7,98,80,TRACE,4.0,3,
﻿2005-03-29,25.7,19.8,19.6,94,78,TRACE,0.6,2,
﻿2005-03-30,20.0,16.0,16.1,96,90,3.6,0,0.7,
﻿2005-03-31,18.1,16.0,15.0,94,87,0.8,0,0.5,
﻿2005-04-01,18.4,17.1,16.1,95,88,TRACE,0,0.5,
﻿2005-04-02,23.1,18.0,16.8,97,65,0.2,4.8,2,
﻿2005-04-03,25.1,19.1,16.8,85,58,0,6.5,3,
﻿2005-04-04,22.6,19.1,16.5,81,59,0,7.0,3,
﻿2005-04-05,21.6,18.9,16.6,86,60,0,0.4,2,
﻿2005-04-06,24.8,19.6,17.4,92,74,0,3.3,3,
﻿2005-04-07,26.9,20.9,18.4,94,71,0,7.6,4,
﻿2005-04-08,28.4,22.9,20.1,97,70,0.4,4.0,3,
﻿2005-04-09,28.2,24.2,22.1,92,72,0,2.5,3,
﻿2005-04-10,27.4,24.5,22.6,94,79,0,1.6,2,
﻿2005-04-11,28.4,24.3,22.6,91,71,TRACE,3.7,3,
﻿2005-04-12,24.6,17.3,20.9,97,81,4.1,1.3,0.8,
﻿2005-04-13,17.3,14.6,13.1,97,84,15.7,0,0.7,
﻿2005-04-14,22.9,17.0,14.7,90,59,0.3,3.2,3,
﻿2005-04-15,22.8,19.5,17.5,87,66,0.3,1.2,2,
﻿2005-04-16,22.1,19.8,18.7,94,81,1.4,0,1,
﻿2005-04-17,23.1,20.0,17.9,89,72,TRACE,3.1,3,
﻿2005-04-18,26.3,21.0,18.8,91,68,0,11.1,5,
﻿2005-04-19,27.5,21.9,19.1,90,64,0,10.4,4,
﻿2005-04-20,29.2,22.6,20.0,89,61,0,7.8,3,
﻿2005-04-21,26.3,22.9,20.9,91,75,0,2.0,2,
﻿2005-04-22,28.8,22.9,20.1,92,62,0,9.0,4,
﻿2005-04-23,28.7,24.0,21.1,92,68,0,5.3,2,
﻿2005-04-24,27.2,23.8,21.3,94,80,0,1.6,2,
﻿2005-04-25,25.5,23.7,21.8,96,86,3.5,0.4,1,
﻿2005-04-26,25.1,22.7,20.6,93,84,TRACE,0.9,2,
﻿2005-04-27,22.9,21.2,20.0,95,87,3.1,0,1,
﻿2005-04-28,28.2,22.2,19.6,95,75,0.2,2.2,2,
﻿2005-04-29,28.8,25.9,21.8,89,77,2.4,3.0,3,
﻿2005-04-30,29.2,26.3,24.1,90,77,0.7,0.4,2,
﻿2005-05-01,28.5,27.0,24.7,85,80,TRACE,0,2,
﻿2005-05-02,29.6,27.1,24.9,84,75,TRACE,1.3,2,
﻿2005-05-03,30.6,26.7,24.1,87,70,0,4.9,3,
﻿2005-05-04,29.7,26.4,24.1,84,74,Trace,1.5,3,
﻿2005-05-05,29.9,27.0,24.6,84,70,0,3.1,3,
﻿2005-05-06,28.2,22.0,20.3,96,63,22.6,4.4,3,
﻿2005-05-07,27.4,24.4,21.4,89,67,TRACE,2.5,4,
﻿2005-05-08,26.2,24.2,23.2,97,86,37.1,0.1,0.9,
﻿2005-05-09,27.4,22.2,23.1,99,81,67.5,0.0,0.8,
﻿2005-05-10,26.0,23.2,21.7,98,90,87.9,1.6,2,
﻿2005-05-11,24.7,23.2,22.2,95,91,0.2,0.1,3,
﻿2005-05-12,29.8,24.5,23.3,97,79,TRACE,2.2,3,
﻿2005-05-13,30.1,27.9,25.4,86,77,0,2.0,3,
﻿2005-05-14,30.5,28.2,25.6,83,75,Trace,2.8,3,
﻿2005-05-15,30.5,28.3,25.6,84,77,5.5,3.7,3,
﻿2005-05-16,30.7,26.1,24.7,96,75,9.6,3.3,3,
﻿2005-05-17,30.6,27.3,25.0,91,72,6.5,4.4,4,
﻿2005-05-18,32.2,24.1,25.7,96,69,47.2,4.0,4,
﻿2005-05-19,27.9,24.5,22.3,96,89,16.4,0.9,2,
﻿2005-05-20,27.5,25.5,24.2,97,87,38.1,0.9,3,
﻿2005-05-21,28.7,25.7,24.1,96,80,0.4,5.6,5,
﻿2005-05-22,32.6,26.9,24.6,87,62,TRACE,10.4,6,
﻿2005-05-23,30.1,24.8,23.5,96,73,8.5,4.5,4,
﻿2005-05-24,28.7,24.3,22.9,96,75,44.7,3.3,2,
﻿2005-05-25,27.4,26.4,24.5,92,84,TRACE,2.1,2,
﻿2005-05-26,26.5,23.5,23.8,98,87,30.5,0.5,1,
﻿2005-05-27,28.7,23.6,21.8,97,79,85.6,0.7,2,
﻿2005-05-28,28.5,24.5,22.5,96,82,0.3,2.7,3,
﻿2005-05-29,26.7,25.0,23.4,88,77,TRACE,1.6,2,
﻿2005-05-30,28.8,24.8,22.4,84,67,TRACE,9.2,6,
﻿2005-05-31,29.3,24.8,23.4,92,74,TRACE,3.5,3,
﻿2005-06-01,31.0,26.0,24.4,91,71,TRACE,4.4,4,
﻿2005-06-02,30.8,28.0,26.2,86,77,3.2,3.0,3,
﻿2005-06-03,33.4,26.0,26.4,95,63,1.7,6.6,5,
﻿2005-06-04,29.4,25.8,24.6,98,85,32.5,3.0,2,
﻿2005-06-05,26.6,23.2,22.3,97,64,7.0,0.2,3,
﻿2005-06-06,26.1,25.0,21.7,88,74,TRACE,0.6,1,
﻿2005-06-07,25.8,23.6,22.5,92,79,1.4,0.1,2,
﻿2005-06-08,28.2,25.1,23.4,89,70,TRACE,4.9,4,
﻿2005-06-09,27.9,25.0,23.2,96,76,5.3,2.0,3,
﻿2005-06-10,31.4,25.3,23.9,97,64,0.9,7.9,5,
﻿2005-06-11,32.7,27.8,25.6,89,64,0,10.2,6,
﻿2005-06-12,30.9,26.9,26.5,91,68,4.8,3.3,3,
﻿2005-06-13,28.7,26.4,24.6,93,81,8.1,0.1,2,
﻿2005-06-14,31.2,26.0,25.7,92,75,19.2,1.4,3,
﻿2005-06-15,29.3,25.1,24.2,99,84,168.5,0.2,1,
﻿2005-06-16,27.5,25.4,24.1,96,87,26.1,0,1,
﻿2005-06-17,29.4,24.4,23.2,97,81,35.1,0.4,2,
﻿2005-06-18,30.9,27.6,25.4,88,74,3.3,3.0,3,
﻿2005-06-19,30.9,28.3,25.7,86,74,TRACE,3.0,5,
﻿2005-06-20,30.5,28.3,25.9,85,78,1.0,0.3,2,
﻿2005-06-21,29.6,25.1,25.7,96,78,106.3,0,0.6,
